"lfdn","duration","participant_device","v_99","v_101","v_100","v_11","v_12","v_13","v_14","v_15","v_16","v_103","v_104","v_105","v_106","v_107","v_108","v_109","v_110","v_111","v_113","v_114","v_126","v_112","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_122","v_123","v_124","v_127","v_133","v_65","v_18","v_19","v_20","v_21","v_22","v_23","v_24","v_25","v_26","v_27","v_28","v_29","v_66","v_67","v_68","v_69","v_70","v_71","v_37","v_38","v_39","v_40","v_41","v_42","v_43","v_72","v_45","v_81","v_82","v_83","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_91","v_92","v_93","v_94","v_95","v_62","v_63","v_60","v_61"
3527,598,1,2,3,9,1,2,1,1,2,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,2,1,1,2,1,1,3,4,2,4,3,4,2,4,4,2,2,2,1,1,2,2,2,2,2,1,1,2,2,3,3,4,2,2,3,1,6,NA,4,NA
3528,729,3,2,2,8,1,2,1,1,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,5,5,1,2,5,5,2,3,3,3,2,4,3,1,4,2,2,1,2,1,1,1,1,1,3,2,2,2,4,1,5,NA,1,NA
3529,1067,2,2,7,9,1,NA,1,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Keine fremden Apps auf meinem Handy  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,2,2,1,2,2,2,2,1,1,2,2,2,4,2,2,2,4,4,2,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,4,4,4,4,3,2,2,2,4,NA,5,NA
3530,245,0,1,5,8,1,2,1,2,2,3,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,NA,1,1,2,1,2,2,2,2,2,1,2,2,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,6,NA,5,NA
3532,NA,0,2,5,2,1,2,1,2,1,2,NA,NA,NA,NA,0,NA,NA,NA,2,NA,1,"ich bin nicht bereit noch mehr Daten von mir freizugeben als ohnehin schon überall gesammelt werden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,4,4,2,2,4,4,3,3,2,2,1,2,2,1,3,2,1,2,2,1,1,1,3,2,4,2,2,3,3,3,6,NA,10,NA
3533,471,0,2,7,10,1,1,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,4,4,1,2,4,4,2,3,1,NA,2,1,2,1,4,1,1,1,2,1,1,2,2,3,3,3,3,3,2,2,6,NA,10,NA
3534,588,0,2,5,10,1,2,1,2,2,2,NA,NA,NA,0,NA,NA,NA,NA,2,150,NA,"Wenn ich Apps auf mein Smartphone lade und auch noch andere Daten von meinem Smartphone überwachen lassen, dann muss es sich auch richtig lohnen. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,1,2,2,2,2,2,4,5,1,3,5,5,4,3,3,3,2,3,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,5,NA,4,NA
3535,278,0,1,4,3,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,4,3,2,3,2,1,1,1,1,1,4,1,2,1,1,1,1,1,3,3,4,1,4,4,4,4,6,NA,12,"Abitur"
3536,713,0,2,5,2,1,1,1,1,2,1,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,2,1,1,1,2,NA,1,NA,1,1,2,1,4,3,2,2,4,4,3,4,3,NA,3,2,2,2,3,1,1,2,2,1,1,2,2,3,3,3,2,3,3,3,4,NA,4,NA
3537,1058,3,1,5,11,1,2,1,1,2,5,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,2,NA,1,1,1,1,2,2,2,2,1,1,2,2,1,3,4,2,3,4,4,3,3,4,4,3,2,3,2,3,1,2,2,2,1,2,1,2,2,3,3,3,1,2,1,7,"Beruflicher Abschluss",4,NA
3538,1345,0,1,4,9,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"keine zeit   ungewisse Datensicherheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,1,2,1,1,1,1,4,4,3,3,3,4,3,3,2,3,2,2,2,2,2,1,2,1,1,1,2,2,3,3,3,3,3,3,3,3,6,NA,10,NA
3539,351,0,1,4,2,1,2,1,1,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,5,5,1,4,5,5,4,4,4,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,4,NA,4,NA
3540,5151,1,2,3,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,"Aufgrund des zugriffs auf andere daten auf meinem smartphone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,1,1,2,1,1,4,4,1,2,4,4,3,4,4,2,2,3,2,1,3,2,2,2,2,2,2,1,1,2,4,2,2,4,3,3,6,NA,1,NA
3541,309,0,1,6,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,3,5,5,4,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,6,NA,10,NA
3542,373,1,2,3,9,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,4,4,4,4,4,4,4,1,3,2,2,2,2,2,2,2,1,1,2,1,2,1,3,1,6,NA,4,NA
3543,1284,0,1,7,7,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"all die Zusagen sind es mir nicht wert für 100  mein IPhone zur Verfügung zu stellen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,1,2,2,2,2,1,2,1,2,2,4,4,2,2,4,4,3,3,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,4,2,2,2,2,2,3,NA,7,NA
3544,443,0,2,2,7,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,2,3,4,4,3,3,3,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,3,2,3,3,6,NA,5,NA
3545,618,0,2,6,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,1,1,5,5,4,3,2,3,2,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,1,3,2,4,3,NA,4,NA
3546,258,0,2,3,3,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0,0,1,1,0,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,3,2,1,2,3,2,4,NA,4,NA
3547,302,0,2,3,1,1,2,1,2,2,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,4,2,2,4,4,3,3,3,3,2,3,3,3,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,5,NA,7,NA
3548,398,0,1,7,11,1,NA,1,1,NA,3,NA,NA,NA,5,NA,NA,NA,NA,2,110,NA,"datenübermittlung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,2,1,1,1,2,2,4,3,3,4,4,4,3,3,3,2,2,3,3,1,3,1,2,2,1,1,1,1,4,3,3,2,2,2,3,3,4,NA,7,NA
3550,699,1,2,3,14,1,2,1,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,2,NA,1,1,1,1,2,2,1,2,1,1,1,2,1,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,NA,4,NA
3551,612,0,2,3,13,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,5,4,2,3,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,3,2,1,3,1,2,1,1,4,NA,1,NA
3552,1365,0,1,7,1,1,2,1,1,2,1,NA,NA,0,NA,NA,NA,NA,NA,2,NA,1,NA,1,1,0,0,1,1,NA,NA,NA,NA,NA,2,NA,1,2,1,1,2,2,2,2,1,1,2,2,2,4,4,2,4,4,4,3,3,3,3,3,3,3,1,3,2,2,1,1,1,1,1,3,3,3,3,1,3,3,2,5,NA,7,NA
3553,887,2,1,7,7,1,1,2,1,2,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,3,2,1,1,2,2,1,2,2,1,2,2,1,3,4,1,3,5,4,4,4,4,2,2,3,3,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,6,NA,7,NA
3554,723,0,1,4,10,1,2,1,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,4,4,3,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,5,NA,9,NA
3555,NA,0,2,5,15,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,1,1,2,2,2,2,2,2,2,2,2,3,5,1,4,5,4,3,4,4,1,1,4,1,1,4,2,2,2,1,1,1,1,3,3,4,3,3,3,4,4,5,NA,5,NA
3556,845,0,2,3,13,1,NA,1,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,1,3,5,4,3,4,3,2,1,3,2,1,3,1,2,2,2,1,1,1,3,3,3,2,1,1,3,1,6,NA,1,NA
3557,688,0,1,6,10,1,2,1,2,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,5,4,1,2,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,NA,10,NA
3558,928,1,2,3,2,1,2,1,1,1,2,NA,NA,0,NA,NA,NA,NA,NA,2,900,NA,"Meine Daten sollen soweit wie möglich privat bleiben. Meine Daten werden schon mehr als genug ohne mein Wissen erfasst ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,2,2,1,2,1,1,1,3,4,2,3,4,4,3,2,1,2,2,3,3,1,4,1,2,1,2,1,1,1,2,2,4,3,3,2,4,2,4,NA,4,NA
3560,641,0,1,6,10,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Ich möchte mich einfach nicht kontrollieren lassen - zumindestens nicht bewusst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,3,4,2,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,1,2,1,1,3,3,4,2,2,2,2,3,6,NA,9,NA
3562,NA,0,1,5,14,1,2,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"es werden zu viele persönliche Daten gesammelt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,2,3,4,4,3,3,3,3,2,3,2,1,3,2,2,2,2,1,1,1,2,3,4,3,3,3,3,3,6,NA,10,NA
3563,409,0,1,6,10,1,NA,1,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,1,1,2,2,2,2,1,2,2,2,4,3,3,4,3,4,2,2,3,1,2,3,2,2,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,NA,7,NA
3565,167,0,2,4,11,1,2,1,2,1,1,NA,NA,NA,NA,NA,0,NA,NA,2,NA,1,"weil das für mich privat ist ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,NA,4,NA
3564,1836,0,2,6,9,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,5,5,4,4,4,4,4,4,3,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3566,390,2,2,5,8,1,2,1,1,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,4,4,4,2,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,6,NA,10,NA
3567,531,1,1,4,8,1,2,1,1,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,NA,5,NA
3568,237,2,2,5,8,1,2,1,1,1,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,5,5,3,3,3,2,4,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,6,NA,10,NA
3569,551,0,2,3,9,1,2,1,1,1,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,4,3,4,4,3,3,4,4,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,6,NA,1,NA
3571,1578,1,2,4,16,1,NA,1,1,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,3,2,4,4,5,3,3,4,3,4,4,4,3,3,2,2,2,2,2,2,1,4,3,3,3,2,2,3,4,4,NA,2,NA
3572,225,0,1,5,10,1,1,1,2,2,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,NA,5,NA
3573,225,0,1,4,13,1,2,1,2,2,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,2,NA,2,1,1,1,1,2,2,1,1,1,2,1,1,4,4,2,3,4,5,3,4,2,2,3,4,1,1,2,1,2,2,2,1,1,1,3,4,4,3,2,2,3,3,6,NA,9,NA
3574,585,2,2,5,9,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,0,1,1,2,3,1,1,1,1,1,1,2,1,2,2,2,1,5,5,1,2,5,5,4,4,4,4,4,2,4,4,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3575,503,0,2,6,9,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"überwachung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,3,3,4,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,5,NA,7,NA
3576,605,1,2,4,4,1,2,1,2,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,2,4,4,3,3,3,4,2,3,3,1,1,2,2,1,3,2,2,2,1,1,1,1,3,3,3,2,3,3,4,3,6,NA,5,NA
3577,NA,0,2,5,10,1,2,1,2,2,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,4,5,5,3,4,3,2,2,3,2,2,3,2,2,2,2,1,1,1,1,2,3,2,3,3,3,4,6,NA,5,NA
3578,808,1,2,5,3,1,2,2,1,2,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,1,2,1,2,1,1,1,4,4,1,3,5,4,3,3,2,3,3,3,3,3,3,1,2,1,2,1,1,1,2,2,3,2,2,3,3,2,4,NA,3,NA
3579,1061,0,1,6,10,1,2,1,2,2,5,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"SORGE UM DATENSICHERHEIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,1,4,4,3,3,1,1,1,2,2,1,3,2,2,2,2,1,1,1,3,4,4,3,4,4,4,4,3,NA,4,NA
3580,307,0,1,3,11,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,1,1,5,5,3,4,4,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,NA,1,NA
3581,756,0,2,3,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,3,NA,NA,2,200,NA,"Da personenbezogene Daten mittels meines Smartphones erhoben werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,3,3,4,4,3,2,3,2,1,2,2,2,2,1,1,1,2,2,3,3,3,3,2,3,2,6,NA,8,NA
3582,419,1,1,3,9,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Wegen der Privatsphäre ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,3,4,4,3,3,2,2,3,3,2,2,3,1,2,2,2,1,1,1,2,2,4,2,2,3,3,2,6,NA,10,NA
3583,517,0,2,4,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"weil ich keine zeit dafür habe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,1,1,2,2,1,1,1,1,1,3,3,2,2,4,4,3,3,2,2,2,2,1,1,3,2,1,2,2,1,1,1,3,2,4,2,2,3,4,3,4,NA,4,NA
3584,755,2,2,5,7,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,1,2,5,5,3,4,4,3,3,3,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,NA,2,6,NA,10,NA
3585,528,1,2,4,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Weil es mir zu unsicher ist ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,3,2,4,3,4,3,3,2,2,2,1,2,2,4,1,2,2,2,1,1,1,3,3,4,3,3,3,3,3,3,NA,3,NA
3586,1438,1,2,4,9,1,2,1,1,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,2,3,4,4,3,3,2,2,3,3,3,2,3,2,2,1,2,1,1,1,2,2,3,2,2,2,3,2,3,NA,4,NA
3587,567,0,2,5,7,1,2,1,1,2,2,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,5,4,4,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,1,2,3,4,2,2,2,2,3,4,NA,12,"BAnkkauffrau"
3589,266,3,1,3,1,1,1,1,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,2,1,1,1,NA,1,1,1,1,1,1,2,2,2,1,1,1,1,1,NA,1,NA
3590,1259,0,2,6,10,1,2,1,2,2,2,NA,NA,NA,5,NA,NA,NA,NA,2,900,NA,"Angst vor Datendiebstahl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,2,2,1,1,1,2,2,1,1,2,2,1,3,4,2,2,3,4,3,3,3,4,2,3,2,1,3,1,2,2,2,1,1,1,3,3,4,2,2,3,4,4,4,NA,3,NA
3591,546,0,1,4,5,1,1,1,1,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,NA,9,NA
3592,463,3,1,4,10,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,1,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,1,1,2,2,2,4,4,2,3,4,4,3,3,3,2,2,3,2,1,3,2,2,2,1,1,1,1,3,3,3,2,2,2,3,3,6,NA,9,NA
3593,489,1,2,5,6,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,3,4,4,4,4,4,2,3,1,4,2,3,2,2,1,2,1,1,1,3,3,3,2,1,2,2,2,3,NA,4,NA
3594,551,0,2,6,10,1,2,1,2,2,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,1,2,NA,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,4,4,4,2,3,3,2,1,3,2,1,2,1,1,2,2,1,1,1,4,3,3,3,2,2,3,3,6,NA,4,NA
3595,327,0,2,4,3,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,2,1,1,1,1,2,2,1,1,1,1,1,1,5,4,1,1,5,4,3,4,4,3,2,2,2,2,4,1,2,2,2,1,1,1,2,2,2,2,3,3,4,3,6,NA,9,NA
3596,579,0,2,5,10,1,2,1,2,2,2,NA,NA,NA,NA,0,NA,NA,NA,2,200,NA,"habe nur ein prepaid handy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,2,3,3,1,3,1,1,3,1,1,1,1,1,1,1,3,3,4,NA,3,2,3,2,5,NA,7,NA
3597,550,0,1,6,1,1,2,1,1,2,2,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,1,1,1,1,1,2,1,1,1,1,1,2,1,4,4,2,2,4,4,3,4,3,3,3,3,2,2,3,2,1,1,2,1,1,1,3,4,4,3,4,4,4,3,4,NA,4,NA
3598,2282,0,2,3,14,1,2,1,2,2,5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,1,2,1,5,5,2,2,5,5,3,3,3,2,2,4,4,1,3,2,2,2,2,1,1,1,2,2,3,3,3,1,2,2,4,NA,7,NA
3601,541,0,1,5,10,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,NA,2,3,4,4,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,NA,2,5,NA,4,NA
3602,444,0,1,3,10,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,2,250,NA,"Wenn zu viele oder zu private Daten erfasst werden, die meiner Person zugeordnet werden können, ist mir die Privatsphäre das Geld nicht wert.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,4,4,2,2,2,2,1,3,2,2,2,1,1,1,1,2,3,4,2,4,3,4,3,6,NA,4,NA
3604,588,1,2,4,1,1,NA,1,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,2,1,1,3,4,2,2,4,5,3,3,3,2,3,3,2,2,4,2,2,2,2,1,1,1,2,2,3,3,3,2,4,2,3,NA,4,NA
